Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
USER USER EMANGNYA AKU NAJIS',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER Sastra e karl mark. PENTOLAN komunis rusia.',0,0,0,0,0,0,0,0,0,0,0,0
"USER Otak mereka kayaknya bener bener di bool deh mess, trus tiap harinua makan silit jadinya gtu'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya',1,1,0,1,0,0,0,0,1,0,1,0
"cina, apa hak lu melarang?",1,0,0,1,0,1,0,0,0,0,1,0
"Anda hebat bicara cinta masih pegang Quran sbagai pegangan hidup, Quran tak bicara cinta tapi perang, bunuh, penggal",1,0,0,1,1,0,0,0,0,0,1,0
USER Kelamaan jomblo nanti jablay :(',0,1,0,0,0,0,0,0,0,0,0,0
Perjaka kq di jual... \nSok sok an mau booking.. Tante idiot njir..',1,1,1,0,0,0,1,1,0,1,0,0
USER Rev 1: jgn pilih ulama yg DEKAT DG KAFIR dan MUNAFIK',1,1,1,0,1,0,0,0,0,1,0,0
Buat ngejaga kebersihan lingkungan tuh orang2 belum pada melek sama kewajibannya. Asal buang sampah dan ngomong = kan ada petugas kebersihannya',0,0,0,0,0,0,0,0,0,0,0,0
"Sejuk gila dlm ofis, kulit buaya ke apa'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Ooo camtu.. Biasalah kena seimbang.. Ada baik ada nakal, ada kucing ada anjing, ada abang ada lain-lain, ada darkside ada brightside.. Tak chill dan tak sosial la kalai takde pelengkap.. Kahkahkah.. K bang selamat maju jaya.. Dah terjawab persoalan saya.. Terima kasih..'",0,0,0,0,0,0,0,0,0,0,0,0
"Segala permasalahan saat ini hanya ada satu solusi #2019GantiPresiden ; Jika pun tdk berdampak signifikan,sekurang?nya kita telah mengobati dan mencegah penyakit ini bertambah parah.",1,0,1,0,0,0,0,0,1,1,0,0
"USER Gampang kak, u buka hp, buka browser, ketik ""budaya palembang""; ; Silahkan menikmati pembelajaran denngan gratis:)))",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Segerombolan onta yg ngaku membela umat tapi itu semata2 demi kepentinga politik praktis.TGB jauh lebih demokratis dia mementingkan umat yg berpikiran modern.salut untukmu TGB',0,0,0,0,0,0,0,0,0,0,0,0
USER Culun mending kampung jes',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Goyangan jilboob mantap bener nih hyper kontol doi. \n\nTadi sambil squirt loh... \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\nYang belum nonton live nya.. Besok doi\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"islam di indonesia itu adalah islam nusantara, islam yang sudah di modifikasi sedemikian rupa supaya masuk dengan budaya indonesia yang beragam, islam nusantara adalah islam yang toleran.",0,0,0,0,0,0,0,0,0,0,0,0
"Presiden Aspek Indonesia Mbak USER :; Kami tidak Anti Investasi Asing; Tapi , apabila berubah jadi Invasi Asing, sudah kewajiban KITA sebagai Warga Negara utk melawannya",0,0,0,0,0,0,0,0,0,0,0,0
â?¶Pkl 09.15 wib ; Kanit Binmas Ipda Mt. Hutasoit melaks Sambang dan menyampaikan pesan2 kamtibmas ttg pilgub dan pilkada 2018 kpd Karyawan BRI Ranting Muara DAMENRA SIHITE dkk di Desa Hutanagodang Kec. Muara Kab. Tap. Utara.,0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalimantan sdh biasa matlam gini, batu bara nya di keruk, listriknya megap2...",0,0,0,0,0,0,0,0,0,0,0,0
"â??fardu kifayahâ?? atau berhukum wajib dalam ajaran Islam. Pada pilpres mendatang, harus ada utusan dari kalangan santri yang disokong ulama untuk maju memimpin negeri.;",0,0,0,0,0,0,0,0,0,0,0,0
USER Hah? Wah bangke emang nih truk',1,1,1,0,0,0,0,0,1,1,0,0
Nahdliyin Minta Setop Penghinaan Terhadap Maruf Amin,0,0,0,0,0,0,0,0,0,0,0,0
"USER Cebong, kampret, dan onta juga ngak bersinggungan dengan laut'",1,1,0,1,0,0,0,0,1,0,1,0
USER Risa baru saja pulang dari pelatihan khususnya ketika iris hazel miliknya menangkap siluet seorang gadis. Gadis yang sangat asing.\n\nBelum pernah Risa temui gadis ini sebelumnya di radio tempatnya tinggal dan bekerja ini. Maka dari itu R,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Hahahaha orang gila ngomong cak..??\nMakanya jangan terlalu banyak micin biar otak loe encer cong...\nNgomong ae ngawur muslim kamu itu muslim silit tau...babi.',1,1,1,0,1,0,0,0,0,1,0,0
"USER USER USER USER USER USER USER USER USER USER USER Coba ngaca n introspeksi,apakah keluarga anda yg gak pake hijab komunis jga?,otak dipakai jgn cmn jd property or pa",1,0,1,0,0,0,0,0,1,1,0,0
muhammadiyahinggris jalin kerjasama pengendalian ekstrimisme,0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalo neraka terkena bom , maka surga akan selalu ada untuk semua org dimuka bumi ini termasuk goku.'",0,0,0,0,0,0,0,0,0,0,0,0
"BOT mau nanya. 'ich liebe dich' artinya apa? Yg jawab ntar BOT kasih aipet yg barusan nyemplung di jamban kuda (\xe2\x80\xa2\xcc\xaf\xcd\xa1_\xe2\x80\xa2\xcc\xaf\xcd\xa1 )""",0,1,0,0,0,0,0,0,0,0,0,0
COPOT Darmin Nasution Menko Perekonomian BODOH yang turunkan daya beli sejak menjabat USER USER,1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Bodo amat anjir bodo ngakak gua ngakak astagfirullah humor bet URL,0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Matamu picek, cukk..\nOra delok prestasli pak jokowi..\n\nGuoblokkk..!!\nTolol....!!'",1,1,1,0,0,0,1,0,0,1,0,0
"Berhasil Penjarakan Ahok, Alumni 212 Pendukung Rizieq Akan Lengserkan Jokowi Usai Lebaran",1,0,1,0,0,0,0,0,1,0,0,1
"USER Coba dedengkot JIN terus terang ke para ulama Saudi atau rilis ke publik tentang akidah JIN. Contoh, JIN tidak anggap kafir pemeluk Kristen, Hindu, Budha, dll; semua punya peluang masuk surga. \nAku yakin akan keluar fatwa dari Saudi: JIN adal",0,0,0,0,0,0,0,0,0,0,0,0
"USER Atau seperti hujan lebat dari langit, bersama dengan gelap-gelita, dan guruh serta kilat; mereka menyumbat jarinya ke dalam telinga masing-masing dari mendengar suara petir, kerana mereka takut mati. (Masakan mereka boleh terlepas) sedang Allah me",0,0,0,0,0,0,0,0,0,0,0,0
Cerdas dan konseptual,0,0,0,0,0,0,0,0,0,0,0,0
"USER ""Namaku Baek Yoon\xe2\x80\x94gi ...""\n\nUcapan terputus seiring dia mengerjap mata yang terasa mengantuk sedikit demi sedikit. Gigit bibirnya ragu karena dia ingin menggapai gelas sekali lagi untuk meminum sebagaimana wine yang ditinggal di m",0,0,0,0,0,0,0,0,0,0,0,0
"Bismillah, Melayu Raya, Tanah Melayu macam-macam nama kita pernah dengar. Tapi pernah tak kita kaji, besar mana jajahan Tanah Melayu dulu? Dalam thread ini saya akan kupaskan serba sedikit tentang bani jawi.'",0,0,0,0,0,0,0,0,0,0,0,0
"Bila nak kawin ni kena simpan duit,ilmu agama kena cukup, semua benda kena cukup la senang cerita",0,0,0,0,0,0,0,0,0,0,0,0
"// Aduh lucu banget adek kelas gue pas SMA laporan katanya ""bang hari ini kita field trip ke Taman Safari, heran dah (nyebut 1 nama temennya dia) mau arisan ama keluarganya aja bawa 1 sekolahan.""\n\nTai, arisan.'",0,1,0,0,0,0,0,0,0,0,0,0
USER Gimana mainnya asw',0,1,0,0,0,0,0,0,0,0,0,0
"Inilah kehebatan dan kearifan suku Baduy. Hutan tetap terjaga, budaya menjadi nafas kehidupan. Mereka hidup dgn menjaga keseimbangan alam.",0,0,0,0,0,0,0,0,0,0,0,0
"Yailaah giliran gini aja pada rame yg ngebela\nDulu pas idol mati, cuma sedih doang malah diserbu gila2an\nYang sarap siapa ya maap?'",0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Bersabar, berdoa, usaha, ikhtiar... Mudah-mudahan bentar lagi #2019GantiPresiden gak pake contekan, gak pake planga-plongo... ?",1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER Umat islam siapa yg ente mksd??\nFPI? HTI? Mrk bkn muslim. Tp penista islam. Bajingan mrk itu. Muslim tdk mgkn berbuat onar. Pengecut lari dr tgg jwb stlh mesum.\nApa2 islam, apa2 islam. Giliran mesum apa itu islam? Berbuat onar itu islam?",1,1,0,1,1,0,0,1,0,0,1,0
Warga Semarang Prihatin Kontroversi Puisi Gus Mus,0,0,0,0,0,0,0,0,0,0,0,0
Celeng nya bang acon susah bgt dah \xf0\x9f\x98\xa,1,1,1,0,0,0,0,0,1,1,0,0
USER tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!',1,1,1,0,0,0,0,0,1,1,0,0
"USER Setuju, DPR, menteri, dan seluruh pejabat negara wajib dipotong 50% termasuk presiden.\nTiap PNS dipotong jg.\nPegawai swasta tidak dipotong.'",0,0,0,0,0,0,0,0,0,0,0,0
"Cie ni akun berhasil membodohi kaum 212, yg bikin kaum-kaumnya sendiri biar dikata Jokowi ANTI ISLAM, wkwkwk :)",1,0,1,0,1,0,0,0,0,1,0,0
USER USER USER Yang juara ngibul kan junjungan kalian wahai bani kampret 212',1,1,0,1,0,0,0,0,1,0,1,0
USER Aku ga ada keturunan cina tapi aku sipit?',0,0,0,0,0,0,0,0,0,0,0,0
USER Tanya amin rais.. Dulu dia yg bikin kacau dan nyuruh reformasi. Pilkada salah satu hasilnya.,1,0,1,0,0,0,0,0,1,1,0,0
Fahri Hamzah: Kalau Saya Jadi Presiden KPK Akan Saya Bubarkan URL,1,0,0,1,0,0,0,0,1,0,0,1
Dia takut banci tapi :( USER URL,0,1,0,0,0,0,0,0,0,0,0,0
"LINMAS WILAYAH TAWANGSARI, BULU &amp; WERU TERIMA PEMBEKALAN PAM PILKADA SERENTAK",0,0,0,0,0,0,0,0,0,0,0,0
USER KENAPA BOLOT',0,1,0,0,0,0,0,0,0,0,0,0
Doi tuh native speaker ya.\n\nMother language-nya english.\n\nKomen dijaga dong bangsad',1,1,1,0,0,0,0,0,1,1,0,0
Kita-kita biasa aja dengan pernyataan yang ada. Ga ngerasa bangke.',0,1,0,0,0,0,0,0,0,0,0,0
"USER Mungkin mrk slh tulis atau slh sebut aja Bu ... \nMkst nya mungkin CEBONG MUDA KAMPUNGAN , \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'",1,1,1,0,0,0,0,0,1,1,0,0
"Uname absurd bahkan first impression gak akan bikin enak imaginenya, dan gak ganteng typing pas dicoba eue di dm enak banget. Berharap di dm lagi ternyata enggak sama sekali:"")'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Admin.. Bukan presiden.. Tapi pm,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Stw singaraja suka kontol URL,0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER kafir haram jadi pemimpin nyet',1,1,0,1,1,0,0,0,0,0,1,0
Shio baekhyun itu Monyet',0,0,0,0,0,0,0,0,0,0,0,0
"Ceruk pasar itu pasar yg lbh kecil, tp satu pasar itu pst butuh ke kita. Cth: Asuransi pensiunan tentara di US tuh. Ga semua org pensiunan tentara, tp sekalinya pensiunan tentara, pst ke asuransi tsb. Atau alat kebutuhan org cacat. Ga semua org cacat, ta",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Emang perlu pak kyai staquf nyebut suku ras biar mudah dipahami nalar ente yg bahlul, ane tanya ente soal arab yg mana yg ente sembah aja gk bisa jawab, ane sodorin arab bani saud yg pro israel eh ente pura2",1,1,1,0,0,0,0,0,1,1,0,0
USER Pernah ngelakuin dosa apa ya anis dan sandi sampe di bully dan di rendahkan terus2an. Padahal masih bnyk orng yg jahat dan licik yg sebenarny lebih pantas di bully dan rendahkan. Dunia memang kejam kawan. \xf0\x9f\x98\xa7',0,0,0,0,0,0,0,0,0,0,0,0
USER om kalo memang om belajar agama budha atau hindu yg bener seharusnya ga bgini. Coba belajar yg bener ya sebelum buka mulut,0,0,0,0,0,0,0,0,0,0,0,0
USER Ikut pengalaman yg tak seberapa kerja part time dengan cina lebih best dari kerja dengan melayu. Haha.',0,0,0,0,0,0,0,0,0,0,0,0
USER aku gakuat karna jijik makanya ku cepetin \xf0\x9f\x98\x8c berasa kita yg dikejar2 yaaa sampe mau napas aja jadi sungkan wkwkwk',0,0,0,0,0,0,0,0,0,0,0,0
RT USER Bubarkan DPR BUBARKAN.. SAVEKPK,1,0,0,1,0,0,0,0,1,0,0,1
"USER USER USER Hehehe akhirnya.....ternyata pasar kita global jg,tdk terbatas lokal. Akhirnya masi ada aseng dan asing juga. Kita jujur saja!..\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86",0,0,0,0,0,0,0,0,0,0,0,0
Gua daiping mampus lu junedi',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Suciwati: Revolusi Mental Jokowi Omong Kosong/Bualan. Jika Setuju RT &amp; Comment URL,1,0,1,0,0,0,0,0,1,1,0,0
"Saya juga pernah marahin seorang rp yang panggil saya sipit waktu jadi Hoshi. Atau yang suka tanya ""matanya mana?""\nSepele? Tidak ah. Itu kan bagian dari fisik.\nMungkin kalau dipakai untuk definisi, macam: Hoshi itu yang memiliki mata sipit; boleh deh.",0,0,0,0,0,0,0,0,0,0,0,0
USER Jangan jangan otak makelar penjual asset negara apa maling asset negara ? \xf0\x9f\x91\x89USER pertamina di jual mau di isi TKA dari Tiongkok \xe2\x9d\x93#2019GantiPresiden \nURL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Akun Siti Fatimah &amp; yg komen di lamannya, diringkes semua aja...parah &amp; bejat. Memalukan...!!! Bp USER ...semoga sehat selalu, tetap sabar , &amp; semangat terus suarakan kebenaran....'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER Bawang putih itu sdg kafir haram lagi..\nHiks.hiks..hiks',1,1,1,0,0,0,0,0,1,1,0,0
Setuju ahokers lengserkan ke prabon jokowi daripada ancurin penjara ga karuan.. URL,1,0,1,0,0,0,0,0,1,0,0,1
RELAWAN JOIN ADALAH SEBUAH GERAKAN ARUS BAWAH yg MERINDUKAN KEPEMIMPINAN NASIONAL DARI NASIONALIS + ISLAM MODERAT..; ; #CakIminTheNextWapres ; #JOIN2019 ; ; USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
USER onta tu nsd??',0,0,0,0,0,0,0,0,0,0,0,0
USER Umpannya pake apaan tu biar mancing dpt buaya?',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER Komunis kok berabtad PKI? Kecoak makan kecoak dong?',1,1,0,1,0,1,0,0,0,0,1,0
Retweeted ikko pribumi kawe (USER):; ; Horas Horas Horas !!; ; Dengan menggunakan kapal feri Presiden mengunjungi pulau samosir dlm rangkaian kunjungan kerja ; ; Presiden di sambut dgn upacara adat samosir dg pekikan Horas Horas Horas ; ; USER,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER mata loee picek ya, yg janji jokowi kok yg d tagih sby.. matamu picek blok \xf0\x9f\x98\x85\xf0\x9f\x98\x85'",1,1,1,0,0,0,1,0,0,1,0,0
"USER Yang ke dua, Indonesia akan bertahan bahkan bisa menjadi kekuatan ekonomi, politik baru jika penghuninya memilih bekerjasama dengan menyimpan perbedaan tidak penting macam agama,",0,0,0,0,0,0,0,0,0,0,0,0
"Sudah lebih dari 50 tahun Freeport di kuasai oleh pihak asing, baru di masa pemerintahan jokowi serta pak jonan menjadi mentri ESDM Freeport kita ambil alih sahamnya #JonanJos'",0,0,0,0,0,0,0,0,0,0,0,0
USER as clara\n- anak pinter\n- dongo\n- paling koplak\n- cantik tapi idot :(\n- gatau malu \n- urat malu putus\n- butt dia muka nya imut bgt',1,1,1,0,0,0,1,0,0,1,0,0
"Menag USER minta riset PTKIN jgn hanya berorientasi publikasi artikel di Scopus dan sejenisnya. Namun, outputnya hrs bisa jawab tantangan umat Islam"". PTKIN perlu buat pangkalan data sbg rujukan pembangunan. Misal database ulama Nusantara shg g",0,0,0,0,0,0,0,0,0,0,0,0
Presiden paling buruk dalam sejarah bangsa2 cebong',1,1,1,0,0,0,0,0,1,1,0,0
Me nusantara kan dlm arti nasionalisasi assets yg dikuasai asing hny bisa dilakukan pemimpin yg sungguh nasionalis patriotis.\n\nNusantara versi proxy hny bertujuan lemahkan ketahanan nusantara/nasional suatu bangsa',0,0,0,0,0,0,0,0,0,0,0,0
"USER Foto profile nya saat naik pesawat, tp msh bs blg jgn cintai produk asing,dari hal sederhana ini saja,kita sdh bs mengukur berapa parahnya tingkat kemunafikan mu,lbh baik anda lgs terjun dari pesawat biar ucapan anda sesuai dgn perbuatan.",0,0,0,0,0,0,0,0,0,0,0,0
USER Remukan rengginang cocot ah',0,1,0,0,0,0,0,0,0,0,0,0
"RT USER: Ku dah padah eh, even kau bodo bulak curang pun dgn ompuan ya. Nya still maok kau. Segal sayang eh. Kau bodo sikpande hrgai\xe2\x80\xa6'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER Acara ga mutu, iNi ulah mntan aktifis GMNI ormas mahasiswa gembong pki yg jd musuh bebuyutan HMI'",0,0,0,0,0,0,0,0,0,0,0,0
"USER ayo pilih alin aja! alin tuh bawel banget semuanya diomongin, ngeliat banci dijalanan aja aku omongin tapi baik kok :('",0,1,0,0,0,0,0,0,0,0,0,0
USER Sudah diadopsi pemerintah pusat juga nich. ; ð??»;,0,0,0,0,0,0,0,0,0,0,0,0
USER USER ..... Pak Prof. ..... Jangan pak Prof. Bilang itu cuma soal pendapat.... Itu tdk benar karena disampaikan di forum terbuka.... Itu ngaco dan tdk bisa di biarkan.... Pak Prof. Sebagai pemuka agama dan sebagai Ulama harusnya melur,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Biadab tuh oknum aparat keparat',1,1,0,1,0,0,0,0,1,0,1,0
USER Hahahaha jancuk',0,1,0,0,0,0,0,0,0,0,0,0
USER Untung aku kunti.g',0,0,0,0,0,0,0,0,0,0,0,0
"KaiSoo itu couple yang hangat. Waktu di bandara tanggal 1 Maret kemarin mereka nggak mau kalah sama HunHan. Dari Korea sampai Cina, dan dari Cina ke Korea. Kai demen banget deket-deket D.O. #KaiSooFact'",0,0,0,0,0,0,0,0,0,0,0,0
Wuakkakaa.. mampuss!! ga salah gue diblock dia sejak jaman Jokowi Ahok nyagub. Gaya lo toong.. toong.. Anies sandi URL,1,0,1,0,0,0,0,0,1,1,0,0
Dan dari orang asing yang ngobrol karena bosen nunggu transit akhirnya jadi temenan sampe sekarang :)',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Itu dia mata picek... Matanya cuma lihat sebelah...',1,1,1,0,0,0,1,0,0,1,0,0
USER USER Maaf sebenarnya twiter pertama kali dbuat bukan buat orang bego',0,1,0,0,0,0,0,0,0,0,0,0
USER Ha ha kocak ...kalabong emang dungu',1,1,1,0,0,0,0,0,1,1,0,0
"Sehingga catatan itu yang kami buka kembali. Tidak boleh dilupakan pengalaman Pilkada DKI Jakarta 2017, USER dan USER yang diusung Partai Gerindra dan USER berhasil menumbangkan petahana yang diusung oleh koalisi besar yang dimotori",0,0,0,0,0,0,0,0,0,0,0,0
Mengenal Walpri Perempuan dalam Pilkada Bondowoso â?? Radar Jember,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Disana mayoritas Budha. Ada jg pendetanya yg ikut Demo. Kau googling lah video demo di Thailand biar tau.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Begitulah cara komunis bermain.',0,0,0,0,0,0,0,0,0,0,0,0
suka kesel sama orang yang pas gua jadian confess ke gua giliran gua jomlo malah pada kemana tau NGOMONG SAMA SILIT',0,1,0,0,0,0,0,0,0,0,0,0
"USER Ehhhhh BANDOT USER LU MAU KRITIK PAK JOKOWI AMPE MENCRET DARAH IS OK....\nTPI KLO LU HINA, FITNAH... KAMI AKAN AMBIL TINDAKAN.... \nPAK JOKOWI PRESIDEN !!! PEMIMPIN NEGARA... \nLU PEMIMPIN AGAMA TPI SALAH KAPRAH LUUUU'",1,1,1,0,0,0,0,0,1,1,0,0
"Kita balas di sini gima kita usir budha ""USER: Kurang Ajar, Etnis Muslim Rohingya Disingkirkan dari Data Sensus Penduduk Myanmar",1,0,0,1,1,0,0,0,0,0,0,1
Astagfirullah mata gw ternodai \nTerkutuk kau yg ngert bokep \xf0\x9f\x98\xad[]',1,1,1,0,0,0,0,0,1,1,0,0
allah tidak memanggil orang yang mamputetapi allah akan memampukan siapa saja yang mauyang rinduyang yakin ke baitullah,0,0,0,0,0,0,0,0,0,0,0,0
"USER Kntl ye, apus ga'",1,1,1,0,0,0,0,1,0,1,0,0
PENGOBATAN MONYET KEDIH URL,0,0,0,0,0,0,0,0,0,0,0,0
USER pergi lo bangkai',1,1,1,0,0,0,0,0,1,1,0,0
Kebingungan akan apa yang bisa ditoleransi dan enggak bikin Gw mikir itulah alasan kenapa dalam Katolik ada Paus sebagai Wakil Kristus',0,0,0,0,0,0,0,0,0,0,0,0
USER || Itu... udah... ketawa kunti...',0,0,0,0,0,0,0,0,0,0,0,0
Aamiin ya rabb.. Tolong USER Indonesia ya Alah dgn yg lebiiihhhh baik..,1,0,1,0,0,0,0,0,1,1,0,0
RT USER: Ustadz PKS Yudi Widiana nilep duit pk bahasa agama Juz &amp; Liqo Felix Kwetiauw &amp; alumni 212 pd mingkem &amp; pura2 budek..giliran Bu\xe2\x80\xa6',1,1,0,1,1,0,0,0,0,0,1,0
USER Amin... Smoga Istiqomah...\nJgn khawatir cibiran org anggap aja ujian..\nIngat banyak org2 yg dulunya masalahnya suram bahkan kafir sekalipun kemudian taubat dan menjadi tokoh pejuang agama Islam...',0,0,0,0,0,0,0,0,0,0,0,0
"Video call dengan Pak Gubernur USER yang sedang dinas ke Istanbul, Turkey. Dalam video call ini saya melaporkan yang pertama ialah tempat hiburan malam Karaoke Sense &amp; Diskotik Exotic telah ditutup secara hormat tanpa harus keras, dibantu ole",0,0,0,0,0,0,0,0,0,0,0,0
"Yang kita bela adl Pancasila dan Kedaulatan Negara. Kalau USER tidak mendukung, maka LENGSERKAN SAJA!!... Saat ini Ancaman sudah Nyata!!.",1,0,1,0,0,0,0,0,1,0,0,1
"PROYEK SARACEN UTK GANJAL PELANTIKAN ANIES MSH TERUUS.... Temuan Baru Kasus Saracen, Ada Foto Tokoh partai politik",1,0,1,0,0,0,0,0,1,1,0,0
USER ITULAH si ahok kutil babi,1,1,1,0,0,0,0,0,1,1,0,0
USER kenapa Sukarno tidak di konotasikan juga rejim anti demokrasi\ndg embel2 presiden seumur hidup?',0,0,0,0,0,0,0,0,0,0,0,0
Hajar ndan.. ganyang PKI URL,1,0,0,1,0,1,0,0,0,0,1,0
Bangke sampe kg bsa tidur siang :(',0,1,0,0,0,0,0,0,0,0,0,0
Pak jokowi kasian jg goregan PBB,1,0,1,0,0,0,0,0,1,1,0,0
USER Amiinnnn; Dan Semoga Pak Jokowi jadi presiden lagi.,0,0,0,0,0,0,0,0,0,0,0,0
"USER Daripada gak menikah sama sekali...daripada menyimpang LGBT!Menikahlah, hidup lebih berkah...Dunia sdh rusak dgn perzinahan kini ada gerakan stop perkawinan dini.'",0,0,0,0,0,0,0,0,0,0,0,0
Kapolri USER harusnya mundur dari jabatannya...,1,0,1,0,0,0,0,0,1,1,0,0
Berdayakan Ekonomi Pesantren Ulama Jawa Barat Dukung Jokowi di Pilpres 2019; #TetapJokowi2019,0,0,0,0,0,0,0,0,0,0,0,0
"Semangat Terus Pak USER. ; Kantor Staf Presiden Harus Terdepan Publikasikan Semua Kegiatan Presiden Supaya Rakyat Tau Bahwa Presiden Kerja Keras Membangun Bangsa ini, kerja.. kerja.. kerja; USER USER; USER USER",0,0,0,0,0,0,0,0,0,0,0,0
USER DARIPADA COCOT',0,1,0,0,0,0,0,0,0,0,0,0
"ini saya setuju, makanya dukung presiden yang sudah berupaya mengurangi kekuasaan asing, mengurangi ekspor mentah, mengganti kontrak yang merugikan Indonesia",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Kristen Nusantara pasti ada conth HKBP Huria Krsten Batak Protestan; GKJ Greja Kristen Jawa; Gereja Pasundan; Gereja Manado; Gereja Maluku; Gereja Papua; dll. Masing2 punya ciri khas sesuai tradisi suku masing,0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER Baru 3tahun dah segitu ya bentar lagi lewat utang sby njiiieng,1,0,1,0,0,0,0,0,1,1,0,0
"USER Mungkin masih banyak masyarakat tionghoa yg lebih pancasialis dr pada wong jowo cm nggak terekpos aja, contoh nyata pak kwik ekonom dan ustadz felix siauw \xf0\x9f\x98\x85'",1,0,0,1,0,1,0,0,0,0,1,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER Freeport takkan berdiam saja setelah negisiasi kalah..,0,0,0,0,0,0,0,0,0,0,0,0
Negara kayak menipu bocah SD aje.. Dokumennya hilang ... Fuih..,1,0,0,1,0,0,0,0,1,0,1,0
Allah SWT yang disembah dungu & biadab ya PERCUMA,1,1,0,1,1,0,0,0,0,0,1,0
RT USER ogah prabowo+pak gatot baru ok,1,0,1,0,0,0,0,0,1,1,0,0
Perbanyaklah membaca CERDAS biar gak dicap goblok :v\n\n#just_kidding\nNB : hanya orang dengan IQ diatas rata-rata yang mengerti tulisan di atas :v',0,0,0,0,0,0,0,0,0,0,0,0
"Calon gubernur Jawa Tengah nomor urut 1, USER, mempertanyakan program unggulan rivalnya, USER, terkait pembukaan lapangan kerja sebanyak 5 juta dalam 5 tahun. Menurut Ganjar, di tengah situasi ekonomi saat ini, kemungkinan membuka lapang",0,0,0,0,0,0,0,0,0,0,0,0
USER Burik. Iya yg gitu burik panuan kutuan jamuran. Hah emang rang ajar.',0,1,0,0,0,0,0,0,0,0,0,0
USER We jancuk ngapain aku belajar',0,1,0,0,0,0,0,0,0,0,0,0
Amin Rais himbau masyarakat jangan sampai salah memilih pemimpin.,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Kalo jaman gue SMP di Negeri dulu hari kamis pake baju kotak2 (jadi kayak seragam sekolah kristen gitu) hari jumat-nya cuma diwajibin pake celana panjang doang, ga pake baju koko, itu dulu yah \xf0\x9f\x98\x85'",0,0,0,0,0,0,0,0,0,0,0,0
"USER najis lo ngedm gajelas dm gue ga dibales bodo amat , gue doain nanti pentas.lo ga menang'",1,1,1,0,0,0,0,0,1,1,0,0
Jd cowo banyak bacot amat si ajg mau gua gampar aja rasanya []',1,1,1,0,0,0,0,0,1,1,0,0
Rizal Ramli: Mayoritas Masyarakat Tak Mau Beri Kesempatan Kedua Untuk Jokowi #KlikRMOL #capresrakyat,0,0,0,0,0,0,0,0,0,0,0,0
"#ILCBoedionoCentury ketika ini terjadi, saya ikuti kasus ini cukup intens. Meski sekarang agak lupa...; Tapi kuncinya kita cuma butuh 2019 Ganti Presiden! Itu...",1,0,1,0,0,0,0,0,1,1,0,0
Maju Gubernurnya Sengsara Relawannya,1,0,1,0,0,0,0,0,1,1,0,0
